date,time,date_time,roadway,intersection,report_number
6/5/19,1825,6/5/19 18:25,N CENTRAL AVE,,2019004859
6/5/19,2045,6/5/19 20:45,DOBBS FERRY RD,HARTSDALE RD,2019004861
6/5/19,1448,6/5/19 14:48,AQUEDUCT RD,,2019004853
6/5/19,1703,6/5/19 17:03,178 NORTH ROAD,,2019004855
6/5/19,740,6/5/19 7:40,SAW MILL RIVER RD,DRIVEWAY TO 425 S,2019004832
6/6/19,1327,6/6/19 13:27,W HARTSDALE AVE,N WASHINGTON AVE,2019004879
6/7/19,810,6/7/19 8:10,SPRAIN RD,BOULDER RIDGE RD,2019004901
6/7/19,1130,6/7/19 11:30,280  CENTRAL AVE,,2019004912
6/7/19,2125,6/7/19 21:25,153 SEARS AVE,,2019004924
6/8/19,2038,6/8/19 20:38,TARRYTOWN RD,MANHATTAN AVE,2019004957
6/8/19,1605,6/8/19 16:05,KNOLLWOOD RD,OLD TARRYTOWN RD,2019004950
6/8/19,1300,6/8/19 13:00,RIDGE RD,,2019004944
6/9/19,1620,6/9/19 16:20,BELLWOOD RD,,2019004976
6/9/19,1835,6/9/19 18:35,SAW MILL RIVER RD,BEAVER HILL RD,2019004980
6/9/19,1940,6/9/19 19:40,OLD TARRYTOWN RD,,2019004984
6/9/19,1835,6/9/19 18:35,FORT HILL RD,HIGH POINT RD,2019004981
6/10/19,1611,6/10/19 16:11,AQUEDUCT RD,,2019005001
6/10/19,2037,6/10/19 20:37,KNOLLOWOOD RD,,2019005010
6/11/19,1520,6/11/19 15:20,JACKSON AVE,,2019005033
6/11/19,1019,6/11/19 10:19,GRASSLANDS RD,SPRAIN BROOK PKW,2019005020
6/11/19,1313,6/11/19 13:13,TARRYTOWN RD,AQUEDUCT RD,2019005026
6/12/19,1810,6/12/19 18:10,GRASSLANDS RD (EAST BO,,2019005064
6/12/19,850,6/12/19 8:50,WORTHINGTON RD,FINMOR DR,2019005048
6/12/19,2202,6/12/19 22:02,TARRYTOWN RD,AQUEDUCT RD,2019005074
6/13/19,1510,6/13/19 15:10,TARRYTOWN RD,,2019005097
6/13/19,1510,6/13/19 15:10,KNOLLWOOD RD,TARRYTOWN RD.,2019005098
6/13/19,2323,6/13/19 23:23,245 S CENTRAL AVE,MARION AVE,2019005107
6/14/19,1745,6/14/19 17:45,CATERSON TERRACE,FINDLAY AVE,2019005135
6/14/19,1810,6/14/19 18:10,CENTRAL AVE,,2019005137
6/15/19,450,6/15/19 4:50,CENTRAL PARK AV,HARVARD DR,2019005147
6/16/19,1610,6/16/19 16:10,CENTRAL AVE,,2019005192
6/17/19,1242,6/17/19 12:42,S CENTRAL AVE,,2019005212
